Rotation,ABMI Site,Year,Field Date,Field Crew Member(s),Visit,Method of Travel,Route Tracked,Start Time,End Time,Days Since Snow,Snow Conditions,Temperature (Degrees Celsius),Weather,Starting Snow Depth 1 (centimetres),Starting Snow Depth 2 (centimetres),Starting Snow Depth 3 (centimetres),Ending Snow Depth 4 (centimetres),Ending Snow Depth 5 (centimetres),Ending Snow Depth 6 (centimetres)
Prototype,636,2004,23-Feb-05,LM,1,PNA,PNA,10:03,10:48,7,Crust,-3,PNA,47,PNA,PNA,PNA,PNA,PNA
Prototype,636,2004,23-Feb-05,GB,1,PNA,PNA,10:13,10:54,7,Crust,-4,PNA,40,PNA,PNA,PNA,PNA,PNA
Prototype,636,2004,23-Feb-05,LM,1,PNA,PNA,10:48,11:30,7,Crust,-1,PNA,20,PNA,PNA,PNA,PNA,PNA
Prototype,636,2004,23-Feb-05,GB,1,PNA,PNA,10:54,11:40,7,Crust,-1,PNA,39,PNA,PNA,PNA,PNA,PNA
Prototype,636,2004,23-Feb-05,GB,1,PNA,PNA,8:15,8:55,7,Crust,-17,PNA,40,PNA,PNA,PNA,PNA,PNA
Prototype,636,2004,23-Feb-05,LM,1,PNA,PNA,8:42,9:22,7,Crust,-3,PNA,52,PNA,PNA,PNA,PNA,PNA
Prototype,636,2004,23-Feb-05,GB,1,PNA,PNA,8:55,9:35,7,Crust,-7,PNA,50,PNA,PNA,PNA,PNA,PNA
Prototype,636,2004,23-Feb-05,LM,1,PNA,PNA,9:22,10:03,7,Crust,-3,PNA,55,PNA,PNA,PNA,PNA,PNA
Prototype,636,2004,23-Feb-05,GB,1,PNA,PNA,9:35,10:13,7,Crust,-5,PNA,54,PNA,PNA,PNA,PNA,PNA
Prototype,637,2004,23-Feb-05,DP2,1,PNA,PNA,10:41,11:27,3,Crust,-4,PNA,31,PNA,PNA,PNA,PNA,PNA
Prototype,637,2004,23-Feb-05,RP,1,PNA,PNA,10:45,11:34,3,Crust,-1,PNA,45,PNA,PNA,PNA,PNA,PNA
Prototype,637,2004,23-Feb-05,DP2,1,PNA,PNA,11:27,12:11,3,Crust,-3,PNA,53,PNA,PNA,PNA,PNA,PNA
Prototype,637,2004,23-Feb-05,RP,1,PNA,PNA,11:34,12:22,3,Crust,0,PNA,50,PNA,PNA,PNA,PNA,PNA
Prototype,637,2004,23-Feb-05,DP2,1,PNA,PNA,12:11,12:58,3,Crust,0,PNA,46,PNA,PNA,PNA,PNA,PNA
Prototype,637,2004,23-Feb-05,RP,1,PNA,PNA,12:22,13:30,3,Crust,-1,PNA,46,PNA,PNA,PNA,PNA,PNA
Prototype,637,2004,23-Feb-05,DP2,1,PNA,PNA,12:58,13:40,3,Crust,2,PNA,33,PNA,PNA,PNA,PNA,PNA
Prototype,637,2004,23-Feb-05,DP2,1,PNA,PNA,9:40,10:41,3,Crust,0,PNA,49,PNA,PNA,PNA,PNA,PNA
Prototype,637,2004,23-Feb-05,RP,1,PNA,PNA,9:50,10:45,3,Crust,-1,PNA,54,PNA,PNA,PNA,PNA,PNA
Prototype,638,2004,22-Feb-05,RP,1,PNA,PNA,10:24,11:09,6,Crust,-7,PNA,34,PNA,PNA,PNA,PNA,PNA
Prototype,638,2004,22-Feb-05,JS2,1,PNA,PNA,10:44,11:53,6,Crust,-6,PNA,50,PNA,PNA,PNA,PNA,PNA
Prototype,638,2004,22-Feb-05,RP,1,PNA,PNA,11:09,12:00,6,Crust,-4,PNA,36,PNA,PNA,PNA,PNA,PNA
Prototype,638,2004,22-Feb-05,JS2,1,PNA,PNA,11:53,12:45,6,Crust,-2,PNA,27,PNA,PNA,PNA,PNA,PNA
Prototype,638,2004,22-Feb-05,RP,1,PNA,PNA,8:50,9:37,6,Crust,-13,PNA,39,PNA,PNA,PNA,PNA,PNA
Prototype,638,2004,22-Feb-05,JS2,1,PNA,PNA,8:54,9:19,6,Crust,-13,PNA,39,PNA,PNA,PNA,PNA,PNA
Prototype,638,2004,22-Feb-05,JS2,1,PNA,PNA,9:19,9:58,6,Crust,-11,PNA,50,PNA,PNA,PNA,PNA,PNA
Prototype,638,2004,22-Feb-05,RP,1,PNA,PNA,9:37,10:24,6,Crust,-8,PNA,37,PNA,PNA,PNA,PNA,PNA
Prototype,638,2004,22-Feb-05,JS2,1,PNA,PNA,9:58,10:44,6,Crust,-10,PNA,38,PNA,PNA,PNA,PNA,PNA
Prototype,639,2005,25-Jan-06,JL,1,PNA,PNA,12:56,15:43,4,Wet,1,Cloudy,18,20,20,20,25,24
Prototype,665,2005,02-Feb-06,JL,1,PNA,PNA,13:49,15:41,3,Powder,-1,Clear,25,25,24,19,27,20
Prototype,666,2005,02-Feb-06,JL,1,PNA,PNA,9:46,11:48,3,Powder,-5,Clear,21,21,21,18,20,20
Prototype,667,2005,26-Jan-06,JL,1,PNA,PNA,14:15,16:06,5,Crust,-4,Cloudy,21,19,19,20,21,20
Prototype,668,2005,26-Jan-06,JL,1,PNA,PNA,8:18,12:31,5,Crust,-5,Cloudy,16,16,16,11,10,14
Prototype,669,2004,21-Feb-05,GB,1,PNA,PNA,10:25,11:15,5,Crust,-9,PNA,36,PNA,PNA,PNA,PNA,PNA
Prototype,669,2004,21-Feb-05,LM,1,PNA,PNA,10:33,11:08,5,Crust,-7,PNA,37,PNA,PNA,PNA,PNA,PNA
Prototype,669,2004,21-Feb-05,LM,1,PNA,PNA,8:15,8:50,5,Crust,-16,PNA,30,PNA,PNA,PNA,PNA,PNA
Prototype,669,2004,21-Feb-05,GB,1,PNA,PNA,8:16,9:05,5,Crust,-19,PNA,40,PNA,PNA,PNA,PNA,PNA
Prototype,669,2004,21-Feb-05,LM,1,PNA,PNA,8:50,9:24,5,Crust,-12,PNA,42,PNA,PNA,PNA,PNA,PNA
Prototype,669,2004,21-Feb-05,GB,1,PNA,PNA,9:05,9:50,5,Crust,-17,PNA,3,PNA,PNA,PNA,PNA,PNA
Prototype,669,2004,21-Feb-05,LM,1,PNA,PNA,9:24,9:57,5,Crust,-11,PNA,38,PNA,PNA,PNA,PNA,PNA
Prototype,669,2004,21-Feb-05,GB,1,PNA,PNA,9:50,10:25,5,Crust,-12,PNA,40,PNA,PNA,PNA,PNA,PNA
Prototype,669,2004,21-Feb-05,LM,1,PNA,PNA,9:57,10:33,5,Crust,-7,PNA,42,PNA,PNA,PNA,PNA,PNA
Prototype,670,2005,24-Jan-06,JL,1,PNA,PNA,10:48,14:09,3,Wet,-2,Cloudy,15,17,12,15,15,14
Prototype,671,2005,25-Jan-06,JL,1,PNA,PNA,8:20,10:41,4,Crust,-5,Clear,14,14,14,15,15,16
Prototype,696,2005,01-Feb-06,JL,1,PNA,PNA,14:48,16:50,2,Powder,-10,Cloudy,25,25,26,26,30,31
Prototype,697,2005,01-Feb-06,JL,1,PNA,PNA,9:45,12:58,2,Powder,-10,Cloudy,25,30,26,21,23,24
Prototype,698,2005,25-Feb-06,JL,1,PNA,PNA,10:12,11:42,4,Powder,-20,Cloudy,27,28,29,25,26,18
Prototype,699,2005,27-Jan-06,JL,1,PNA,PNA,9:00,11:29,6,Crust,-12,Cloudy,16,16,15,20,17,20
Prototype,700,2005,27-Jan-06,JL,1,PNA,PNA,13:38,15:42,6,Crust,-12,Cloudy,21,22,17,19,17,21
Prototype,701,2004,22-Feb-05,JB3,1,PNA,PNA,10:13,11:10,6,Powder,-8,PNA,33,PNA,PNA,PNA,PNA,PNA
Prototype,701,2004,22-Feb-05,DP2,1,PNA,PNA,10:23,11:06,6,Powder,-6,PNA,39,PNA,PNA,PNA,PNA,PNA
Prototype,701,2004,22-Feb-05,DP2,1,PNA,PNA,11:06,12:36,6,Powder,-1,PNA,41,PNA,PNA,PNA,PNA,PNA
Prototype,701,2004,22-Feb-05,JB3,1,PNA,PNA,11:10,11:58,6,Powder,-8,PNA,32,PNA,PNA,PNA,PNA,PNA
Prototype,701,2004,22-Feb-05,JB3,1,PNA,PNA,11:58,12:30,6,Powder,-1,PNA,37,PNA,PNA,PNA,PNA,PNA
Prototype,701,2004,22-Feb-05,JB3,1,PNA,PNA,12:30,13:15,6,Powder,-2,PNA,44,PNA,PNA,PNA,PNA,PNA
Prototype,701,2004,22-Feb-05,DP2,1,PNA,PNA,12:36,13:15,6,Powder,2,PNA,33,PNA,PNA,PNA,PNA,PNA
Prototype,701,2004,22-Feb-05,JB3,1,PNA,PNA,8:56,10:13,6,Powder,-13,PNA,36,PNA,PNA,PNA,PNA,PNA
Prototype,701,2004,22-Feb-05,DP2,1,PNA,PNA,9:00,10:23,6,Powder,-11,PNA,36,PNA,PNA,PNA,PNA,PNA
Prototype,702,2004,22-Feb-05,LM,1,PNA,PNA,10:28,11:08,6,Crust,-3,PNA,40,PNA,PNA,PNA,PNA,PNA
Prototype,702,2004,22-Feb-05,GB,1,PNA,PNA,10:35,11:20,6,Crust,-3,PNA,40,PNA,PNA,PNA,PNA,PNA
Prototype,702,2004,22-Feb-05,LM,1,PNA,PNA,11:08,11:46,6,Crust,-2,PNA,47,PNA,PNA,PNA,PNA,PNA
Prototype,702,2004,22-Feb-05,GB,1,PNA,PNA,11:20,12:00,6,Crust,-3,PNA,36,PNA,PNA,PNA,PNA,PNA
Prototype,702,2004,22-Feb-05,LM,1,PNA,PNA,11:46,12:13,6,Crust,0,PNA,25,PNA,PNA,PNA,PNA,PNA
Prototype,702,2004,22-Feb-05,GB,1,PNA,PNA,9:00,9:50,6,Crust,-16,PNA,40,PNA,PNA,PNA,PNA,PNA
Prototype,702,2004,22-Feb-05,LM,1,PNA,PNA,9:01,9:43,6,Crust,-16,PNA,40,PNA,PNA,PNA,PNA,PNA
Prototype,702,2004,22-Feb-05,LM,1,PNA,PNA,9:43,10:28,6,Crust,-4,PNA,36,PNA,PNA,PNA,PNA,PNA
Prototype,702,2004,22-Feb-05,GB,1,PNA,PNA,9:50,10:35,6,Crust,-6,PNA,33,PNA,PNA,PNA,PNA,PNA
Prototype,719,2005,23-Mar-06,DW,1,PNA,PNA,9:25,11:05,5,Crust,-4,Clear,40.5,41,48.5,36,38,42
Prototype,750,2005,19-Feb-06,DW,1,PNA,PNA,13:55,17:30,5,Powder,-1,Cloudy,20,20.5,22,20,21,20
Prototype,750,2005,22-Mar-06,CG,2,PNA,PNA,10:45,13:45,4,Powder,3,Clear,38,38,38,22,22,22
Prototype,819,2005,15-Jan-06,MS,1,PNA,PNA,12:35,15:54,4,Powder,-7,Cloudy,3,5,2,4,2,2
Prototype,819,2005,13-Feb-06,CG,2,PNA,PNA,11:55,15:40,5,Crust,4,Cloudy,20,18,20,17,17,15
Prototype,880,2005,26-Feb-06,JM2,1,PNA,PNA,13:24,15:15,3,Powder,-15,Cloudy,12,10,10,6,8,8
Prototype,880,2005,20-Mar-06,CG,2,PNA,PNA,7:45,11:00,2,Powder,0,Cloudy,33,40,33,35,37,39
Prototype,910,2005,14-Mar-06,FT2,1,PNA,PNA,12:00,16:00,3,Powder,-8,Clear,26,29,28,30,28,30
Prototype,910,2005,21-Mar-06,CG,2,PNA,PNA,10:57,14:07,1,Powder,-7,Cloudy,36,40,31,34,29,28
Prototype,934,2005,22-Jan-06,DW2,1,PNA,PNA,11:00,15:30,3,Wet,3,Cloudy,13,10,15,18,15,21
Prototype,934,2005,02-Mar-06,CG,2,PNA,PNA,14:44,16:00,3,Powder,-1,Clear,30,29,32,30,29,32
Prototype,1138,2005,12-Mar-06,MK,1,PNA,PNA,10:00,14:00,11,Crust,0,Cloudy,12.5,12.5,12.5,20,12.5,5
Prototype,1294,2005,10-Dec-05,GG2,1,PNA,PNA,7:30,13:00,5,Wet,3,Clear,10,10,10,7.5,7.5,7.5
Prototype,1294,2005,14-Mar-06,CG,2,PNA,PNA,12:10,13:00,4,Powder,-4,Clear,19,20,18,19,20,18
Rotation 1,1,2009,04-Mar-10,DKE/JBU,1,Walk,A,9:05,13:15,5,Crust,3,Clear,34,36,37,DNC,DNC,DNC
Rotation 1,2,2009,04-Mar-10,CKO,1,Walk,B,7:40,11:50,5,Crust,-6,Clear,27,1,28,36,35,29
Rotation 1,3,2009,04-Mar-10,MVA,1,Walk,B,7:50,11:33,5,Crust,-1,Clear,39,41,40,34,35,35
Rotation 1,4,2012,22-Feb-13,CPR,1,Walk,BMOD,10:07,13:11,3,Powder,-5,Overcast,25,30,32,32,30,30
Rotation 1,5,2012,22-Feb-13,LWI/MBO2,1,Walk,AMOD,10:50,15:50,3,Powder,-8,Overcast,48,42,35,35,34,33
Rotation 1,6,2012,23-Feb-13,LWI/MBO2,1,Walk,C,9:02,13:45,4,Powder,-10,Overcast,33,38,36,42,42,40
Rotation 1,7,2013,28-Jan-14,MBO3/SPE,1,Walk,C,9:30,13:18,3,Powder,-19,Overcast,29,36,25,39,41,48
Rotation 1,7,2013,28-Jan-14,MBO3/SPE,1,Walk,C,9:30,13:33,3,Powder,-19,Overcast,29,36,25,39,41,48
Rotation 1,8,2013,28-Jan-14,CPR/LWI,1,Walk,C,10:00,13:20,3,Powder,-20,Cloudy,48,50,47,47,57,61
Rotation 1,8,2013,28-Jan-14,CPR/LWI,1,Walk,C,9:54,13:33,3,Powder,-20,Cloudy,48,50,47,47,57,61
Rotation 1,13,2009,02-Mar-10,CKO/MVA,1,Walk,A,8:30,11:35,3,Powder,2,Cloudy,43,39,39,22,42,31
Rotation 1,14,2009,02-Mar-10,DKE/JBU,1,Walk,A,8:30,12:30,3,Powder,-2,Cloudy,41,37,35,DNC,DNC,DNC
Rotation 1,15,2009,03-Mar-10,WFL,1,Walk,A,8:15,11:30,4,Powder,-2,Cloudy,42,40,36,DNC,DNC,DNC
Rotation 1,16,2012,19-Feb-13,LWI/MBO2,1,Truck,A,11:45,12:11,3,Powder,-14,Overcast,43,47,46,52,54,55
Rotation 1,17,2012,27-Feb-13,CPR,1,Walk,C,9:15,14:01,4,Crust,-20,Clear,35,30,30,40,40,42
Rotation 1,18,2012,23-Feb-13,CPR,1,Walk,C,9:33,14:39,4,Powder,-10,Overcast,42,45,45,46,46,48
Rotation 1,19,2013,31-Jan-14,MBO3/SPE,1,Walk,C,9:37,13:24,5,Powder,-18,Overcast,45,50,53,52,57,59
Rotation 1,19,2013,31-Jan-14,MBO3/SPE,1,Walk,C,9:37,13:00,5,Powder,-18,Overcast,45,50,53,52,57,59
Rotation 1,20,2013,31-Jan-14,CPR/LWI,1,Walk,C,10:07,13:15,5,Powder,-20,Cloudy,50,52,48,60,62,42
Rotation 1,20,2013,31-Jan-14,CPR/LWI,1,Walk,C,10:14,12:23,5,Powder,-20,Cloudy,50,52,48,60,62,42
Rotation 1,32,2009,02-Mar-10,CKO/MVA,1,Walk,A,13:53,17:00,3,Wet,7,Overcast,46,36,27,26,41,39
Rotation 1,33,2009,03-Mar-10,CKO/MVA,1,Walk,A,13:00,15:57,4,Wet,9,Clear,31,33,28,33,31,32
Rotation 1,34,2009,03-Mar-10,CKO/MVA,1,Walk,A,8:40,11:35,4,Crust,-2,Cloudy,28,29,32,38,50,41
Rotation 1,35,2012,27-Feb-13,LWI/MBO2,1,Walk,AMOD,8:26,14:53,4,Crust,-20,Cloudy,58,48,42,DNC,DNC,DNC
Rotation 1,36,2012,28-Feb-13,CPR,1,Walk,C,9:03,15:00,5,Powder,-10,Cloudy,45,47,48,40,38,45
Rotation 1,37,2012,28-Feb-13,LWI/MBO2,1,Walk,C,8:48,13:52,5,Powder,-10,Cloudy,33,34,35,52,48,52
Rotation 1,38,2013,30-Jan-14,MBO3/SPE,1,Walk,C,9:45,15:35,4,Crust,-20,Overcast,72,69,55,51,49,46
Rotation 1,38,2013,30-Jan-14,MBO3/SPE,1,Walk,C,9:45,16:00,4,Crust,-20,Overcast,72,69,55,51,49,46
Rotation 1,39,2013,30-Jan-14,CPR/LWI,1,Walk,C,10:16,14:11,4,Powder,-20,Cloudy,40,42,42,62,62,63
Rotation 1,39,2013,30-Jan-14,CPR/LWI,1,Walk,C,10:19,13:15,4,Powder,-20,Cloudy,40,42,42,62,62,63
Rotation 1,54,2011,07-Mar-12,CPR,1,Walk,B,9:50,15:13,3,Powder,-15,Clear,35,37,34,30,35,34
Rotation 1,55,2011,07-Mar-12,MBO2,1,Walk,A,9:13,14:55,3,Powder,-12,Cloudy,24,25,32,34,35,33
Rotation 1,55,2011,07-Mar-12,SHO,1,Walk,A,9:13,14:55,3,Powder,-12,Cloudy,24,25,32,26,32,37
Rotation 1,56,2011,08-Mar-12,SHO,1,Walk,A,9:32,13:33,4,Powder,-6,Clear,35,46,35,33,28,34
Rotation 1,56,2011,08-Mar-12,CPR,1,Walk,A,9:32,13:33,4,Powder,-6,Clear,35,46,35,30,35,36
Rotation 1,63,2012,26-Feb-13,LWI/MBO2,1,Walk,B,8:20,14:44,5,Crust,-20,Cloudy,50,49,50,56,50,53
Rotation 1,64,2012,01-Mar-13,LWI/MBO2,1,Walk,A,8:55,14:43,6,Powder,-10,Clear,42,44,46,40,50,40
Rotation 1,65,2012,01-Mar-13,CPR,1,Walk,C,9:18,15:15,6,Powder,-10,Clear,44,45,44,39,40,40
Rotation 1,82,2011,26-Feb-12,MBO2,1,Walk,A,9:28,13:41,3,Powder,-17,Cloudy,44,41,35,40,44,49
Rotation 1,82,2011,26-Feb-12,CPR,1,Walk,A,9:28,13:41,3,Powder,-17,Cloudy,44,41,35,40,44,49
Rotation 1,83,2011,27-Feb-12,MBO2,1,Walk,B,9:41,14:51,4,Powder,-12,Clear,36,41,39,42,43,47
Rotation 1,83,2011,27-Feb-12,CPR,1,Walk,B,9:41,14:51,4,Powder,-12,Clear,36,41,39,50,51,51
Rotation 1,84,2011,28-Feb-12,MBO2,1,Walk,BMOD,9:48,13:08,5,Powder,-5,Cloudy,45,42,39,38,33,28
Rotation 1,84,2011,28-Feb-12,CPR,1,Walk,BMOD,9:48,13:08,5,Powder,-5,Cloudy,45,42,39,37,41,40
Rotation 1,91,2012,26-Feb-13,CPR,1,Walk,BMOD,8:58,15:30,6,Powder,-18,Clear,53,55,55,55,60,58
Rotation 1,92,2012,25-Feb-13,LWI/MBO2,1,Walk,B,8:36,13:30,4,Powder,-10,Cloudy,52,50,50,49,30,37
Rotation 1,93,2012,24-Feb-13,LWI/MBO2,1,Walk,BMOD,9:23,13:44,3,Powder,-12,Cloudy,42,40,40,45,45,43
Rotation 1,111,2011,26-Feb-12,SHO,1,Walk,A,9:00,11:54,3,Powder,-17,Overcast,47,40,42,51,48,52
Rotation 1,111,2011,26-Feb-12,SBO,1,Walk,A,9:00,11:54,3,Powder,-17,Overcast,47,40,42,36,40,35
Rotation 1,112,2011,27-Feb-12,SBO,1,Walk,A,9:10,13:40,4,Powder,-19,Clear,29,33,32,34,41,39
Rotation 1,112,2011,27-Feb-12,SHO,1,Walk,A,9:10,13:40,4,Powder,-19,Clear,29,33,32,30,48,49
Rotation 1,113,2011,28-Feb-12,SHO,1,Walk,A,9:20,13:30,5,Powder,-4,Overcast,42,36,38,55,40,55
Rotation 1,113,2011,28-Feb-12,SBO,1,Walk,A,9:20,13:30,5,Powder,-4,Overcast,42,36,38,32,38,36
Rotation 1,121,2012,25-Feb-13,CPR,1,Walk,AMOD,9:06,DNC,4,Powder,-12,Cloudy,40,45,45,37,37,37
Rotation 1,122,2012,24-Feb-13,CPR,1,Walk,C,9:52,13:27,3,Powder,-12,Cloudy,46,40,42,52,50,50
Rotation 1,134,2011,08-Jan-12,CPR,1,Walk,A,10:16,13:49,3,Powder,-4,Clear,35,33,28,40,40,39
Rotation 1,134,2011,08-Jan-12,MBO2,1,Walk,A,10:16,13:49,3,Powder,-4,Clear,35,33,28,33,30,41
Rotation 1,135,2011,09-Jan-12,SBO,1,Walk,C,10:44,14:48,4,Powder,0,Overcast,32,35,38,36,44,40
Rotation 1,135,2011,09-Jan-12,CPR,1,Walk,C,10:44,14:48,4,Powder,0,Overcast,32,35,38,44,43,40
Rotation 1,136,2011,18-Dec-11,MBO2,1,Walk,A,10:47,15:36,3,Powder,-15,Clear,31,23,31,27,31,25
Rotation 1,136,2011,18-Dec-11,CPR,1,Walk,A,10:47,15:36,3,Powder,-15,Clear,31,23,31,30,28,28
Rotation 1,149,2011,03-Feb-12,CKO/RBO,1,Walk,A,9:35,13:08,4,Powder,-5,Clear,34,47,41,34,35,36
Rotation 1,150,2011,03-Feb-12,SS/WFL,1,Walk,B,9:18,14:00,4,Powder,-10,Clear,34,38,37,22,27,27
Rotation 1,151,2011,04-Feb-12,SS/WFL,1,Walk,A,12:56,15:00,5,Powder,0,Cloudy,28,34,34,23,22,22
Rotation 1,153,2012,11-Jan-13,RBO,1,Walk,A,10:00,13:30,3,Powder,-27,Clear,15,21,15,13,17,18
Rotation 1,154,2012,11-Jan-13,WFL,1,Walk,A,9:40,12:35,3,Powder,-28,Clear,38,48,40,32,33,33
Rotation 1,154,2012,11-Jan-13,ARC/JL,1,Walk,A,9:40,12:35,3,Powder,-28,Clear,38,48,40,32,33,33
Rotation 1,163,2011,08-Jan-12,SHO,1,Walk,A,9:56,13:58,3,Powder,-3,Clear,40,43,44,38,38,42
Rotation 1,163,2011,08-Jan-12,SBO,1,Walk,A,9:56,13:58,3,Powder,-3,Clear,40,43,44,38,38,42
Rotation 1,164,2011,21-Dec-11,MBO2,1,Walk,A,10:16,14:39,6,Powder,-12,Clear,42,31,46,25,30,27
Rotation 1,164,2011,21-Dec-11,CPR,1,Walk,A,10:16,14:39,6,Powder,-12,Clear,42,31,46,25,30,27
Rotation 1,165,2011,19-Dec-11,CPR,1,Walk,A,10:09,14:25,4,Powder,-3,Overcast,33,36,32,36,42,40
Rotation 1,165,2011,19-Dec-11,MBO2,1,Walk,A,10:09,14:25,4,Powder,-3,Overcast,33,36,32,30,23,30
Rotation 1,178,2011,02-Feb-12,CKO/RBO,1,Walk,A,10:20,12:34,3,Powder,-18,Overcast,28,25,26,1,1,2
Rotation 1,179,2011,04-Feb-12,SS/WFL,1,Walk,A,9:22,12:20,5,Crust,-2,Cloudy,39,39,41,34,38,40
Rotation 1,180,2011,04-Feb-12,CKO/RBO,1,Walk,B,9:30,12:50,5,Powder,-4,Cloudy,25,27,38,36,37,23
Rotation 1,182,2012,12-Jan-13,WFL,1,Walk,A,9:31,13:39,4,Powder,-24,Clear,38,48,40,32,33,33
Rotation 1,183,2013,01-Feb-14,RHO,1,Walk,A,9:40,12:30,6,Powder,-15,Overcast,46,43,53,46,50,47
Rotation 1,183,2013,01-Feb-14,RBO2,1,Walk,A,9:40,12:58,6,Powder,-15,Overcast,46,43,53,46,50,47
Rotation 1,192,2011,21-Dec-11,SBO,1,Walk,B,10:18,14:22,6,Powder,-10,Clear,29,29,31,32,32,28
Rotation 1,192,2011,21-Dec-11,SHO,1,Walk,B,10:18,14:22,6,Powder,-10,Clear,29,29,31,26,26,27
Rotation 1,193,2011,20-Dec-11,SHO,1,Walk,A,9:47,14:52,5,Powder,-8,Overcast,29,29,26,35,38,39
Rotation 1,193,2011,20-Dec-11,SBO,1,Walk,A,9:47,14:52,5,Powder,-8,Overcast,29,29,26,25,19,17
Rotation 1,194,2011,20-Dec-11,CPR,1,Walk,A,10:14,14:04,5,Powder,-8,Overcast,34,40,30,40,35,35
Rotation 1,194,2011,20-Dec-11,MBO2,1,Walk,A,10:14,14:04,5,Powder,-8,Overcast,34,40,30,40,35,35
Rotation 1,207,2011,02-Feb-12,CKO/RBO,1,Walk,A,12:55,14:30,3,Powder,-5,Overcast,5,3,8,6,5,6
Rotation 1,208,2011,05-Feb-12,CKO/RBO,1,Walk,A,9:08,13:12,6,Powder,-7,Overcast,33,40,37,32,34,34
Rotation 1,209,2011,05-Feb-12,SS/WFL,1,Walk,B,8:49,12:59,6,Powder,-10,Cloudy,35,38,38,45,38,43
Rotation 1,211,2012,14-Jan-13,JL/WFL,1,Walk,A,10:20,12:41,6,Powder,-21,Overcast,38,39,38,41,41,36
Rotation 1,212,2013,31-Jan-14,DRO,1,Walk,B,9:23,13:10,5,Powder,-22,Overcast,62,60,58,55,45,52
Rotation 1,212,2013,31-Jan-14,JLI,1,Walk,B,9:23,13:10,5,Powder,-22,Overcast,62,60,58,55,45,52
Rotation 1,213,2013,01-Feb-14,DRO,1,Walk,A,9:15,14:56,6,Powder,-16,Overcast,50,51,47,80,60,45
Rotation 1,213,2013,01-Feb-14,JLI,1,Walk,A,9:22,14:16,6,Powder,-16,Overcast,50,51,47,80,60,45
Rotation 1,216,2008,18-Jan-09,JL,1,Snowmobile,C,12:45,15:52,6,Powder,-5,Clear,60,58,58,61,61,56
Rotation 1,217,2008,24-Jan-09,JFO,1,Snowmobile,B,12:20,16:03,2,Powder,-28,Clear,58,54,62,58,65,60
Rotation 1,218,2008,18-Jan-09,JBU,1,Snowmobile,C,11:45,15:20,6,Wet,2,Cloudy,60,55,49,63,54,61
Rotation 1,231,2011,11-Jan-12,SBO,1,Walk,C,10:15,13:53,6,Powder,-14,Overcast,30,32,32,34,36,33
Rotation 1,231,2011,11-Jan-12,SHO,1,Walk,C,10:15,13:53,6,Powder,-14,Overcast,30,32,32,29,30,28
Rotation 1,232,2011,11-Jan-12,MBO2,1,Walk,B,10:53,15:14,6,Powder,-14,Overcast,32,32,29,34,34,35
Rotation 1,232,2011,11-Jan-12,CPR,1,Walk,B,10:53,15:14,6,Powder,-14,Overcast,32,32,29,34,34,35
Rotation 1,233,2011,03-Feb-12,CPR,1,Walk,A,9:53,13:25,4,Powder,-1,Clear,39,37,38,39,40,38
Rotation 1,233,2011,03-Feb-12,MBO2,1,Walk,A,9:53,13:25,4,Powder,-1,Clear,39,37,38,47,49,48
Rotation 1,238,2013,04-Feb-14,RBO2/RHO,1,Walk,A,10:10,13:37,3,Powder,-22,Overcast,45,41,48,53,53,51
Rotation 1,238,2013,04-Feb-14,DRO/JLI,1,Walk,A,10:20,14:07,3,Powder,-22,Overcast,45,41,48,53,53,51
Rotation 1,239,2013,05-Feb-14,DRO/JLI,1,Walk,A,12:48,14:30,3,Powder,-18,Clear,41,43,43,44,43,47
Rotation 1,239,2013,05-Feb-14,RBO2/RHO,1,Walk,A,13:10,14:35,3,Powder,-18,Clear,41,43,43,44,43,47
Rotation 1,240,2013,30-Jan-14,DRO/JLI,1,Walk,AMOD,9:30,14:30,4,Powder,-22,Overcast,35,32,35,34,38,41
Rotation 1,240,2013,30-Jan-14,RBO2/RHO,1,Walk,AMOD,9:30,12:00,4,Powder,-22,Overcast,35,32,35,34,38,41
Rotation 1,241,2013,31-Jan-14,RBO2,1,Walk,AMOD,10:00,13:30,5,Powder,-20,Overcast,41,43,47,47,47,48
Rotation 1,241,2013,31-Jan-14,RHO,1,Walk,AMOD,10:00,13:30,5,Powder,-20,Overcast,41,43,47,47,47,48
Rotation 1,242,2013,29-Jan-14,DRO,1,Walk,BMOD,10:40,14:22,3,Powder,-26,Clear,40,42,44,33,50,51
Rotation 1,242,2013,29-Jan-14,JLI/RHO,1,Walk,BMOD,10:40,13:20,3,Powder,-26,Clear,40,42,44,33,50,51
Rotation 1,246,2008,24-Jan-09,JL,1,Snowmobile/Walk,AMOD,13:57,16:26,3,Powder,-25,Clear,71,70,73,56,56,50
Rotation 1,247,2008,17-Jan-09,JFO/JL,1,Snowmobile,C,10:43,13:22,5,Powder,-5,Overcast,59,56,56,51,58,52
Rotation 1,248,2008,18-Jan-09,JFO,1,Snowmobile,D,8:42,15:49,6,Powder,2,Overcast,58,56,52,59,56,56
Rotation 1,261,2011,10-Jan-12,SHO,1,Walk,C,10:37,15:12,5,Powder,-15,Overcast,26,32,30,25,22,23
Rotation 1,261,2011,10-Jan-12,SBO,1,Walk,C,10:37,15:12,5,Powder,-15,Overcast,26,32,30,18,22,24
Rotation 1,262,2011,24-Jan-12,SBO,1,Walk,A,9:53,14:58,3,Powder,-18,Overcast,31,42,37,32,35,35
